Personal or Business,Business Number,Vehicle Type,Standard or Express,Platform,Cancel Reason,Cancelled by,Placement Day,Placement Time,Confirmation Day,Confirmation Time,Cancellation Day,Cancellation Time,Distance (KM),Pickup Lat,Pickup Long,scheduled
Business,32692,Bike,Express,API,No Partner,Staff,2,16:40:39,2,17:05:57,5,8:41:46,0,-1.3297904,36.8722943,OnDemAND
Business,30328,Bike,Express,desktop,I placed the wrong locations.,Customer,2,14:43:56,,,2,14:44:15,6,-1.2553229,36.7939263,OnDemAND
Business,62128,Bike,Express,desktop,I placed the wrong locations.,Customer,2,14:04:09,2,14:05:02,2,14:06:50,8,-1.2332740,36.8101890,OnDemAND
Business,20680,Bike,Standard,desktop,No Partner,Staff,2,12:08:47,,,2,12:38:58,12,-1.2589895,36.7846034,OnDemAND
Business,62128,Bike,Express,desktop,My order is not ready.,Customer,2,14:11:32,2,14:13:02,2,14:29:33,8,-1.2313740,36.8161890,OnDemAND
Business,40036,Bike,Express,desktop,No Partner,Staff,2,14:08:47,2,14:08:56,2,14:21:57,7,-1.2652506,36.7908153,OnDemAND
Business,57112,Bike,Express,desktop,My order is not ready.,Customer,2,10:01:42,2,10:01:50,2,10:11:14,9,-1.2611224,36.8038062,OnDemAND
Personal,,Bike,Express,android,No driver has been allocated to my request.,Customer,2,16:55:19,,,2,17:02:14,23,-1.1826591,36.9979525,OnDemAND
Business,51712,Standard Bike,Express,android,My order is not ready.,Customer,2,11:03:38,,,2,12:09:34,20,-1.2919247,36.7794452,OnDemAND
Business,20680,Bike,Standard,android,No Partner,Staff,2,13:42:06,2,15:49:40,2,19:14:10,11,-1.2896183,36.9052338,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,2,12:13:02,,,2,12:27:51,12,-1.3120628,36.8595367,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,2,14:41:00,2,14:41:21,2,14:48:53,14,-1.2721190,36.8045348,OnDemAND
Business,45736,Bike,Standard,android,No Partner,Staff,2,11:27:00,,,2,11:28:59,6,-1.3218716,36.8477371,OnDemAND
Business,57616,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,2,14:29:02,2,16:36:06,2,16:50:45,4,-1.2653320,36.7858340,OnDemAND
Personal,,Bike,Express,desktop,Delay,Staff,2,11:44:07,2,11:48:09,2,11:55:02,0,-1.3004097,36.7705221,OnDemAND
Business,10420,Bike,Express,desktop,No Partner,Staff,2,14:48:52,2,14:49:51,2,15:07:24,8,-1.3063350,36.7833054,OnDemAND
Personal,,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,2,12:03:48,2,12:20:25,2,12:45:57,12,-1.2981893,36.6877279,OnDemAND
Personal,,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,2,12:51:31,,,2,13:24:30,18,-1.2090605,36.8823137,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,2,17:03:09,,,2,17:48:24,7,-1.2138384,36.9939565,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,2,11:14:28,,,2,11:14:58,11,-1.2818310,36.8481227,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,2,14:59:06,,,2,15:01:25,7,-1.2807482,36.8019686,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,2,15:12:00,2,15:19:41,2,16:09:11,14,-1.2864869,36.8126396,OnDemAND
Business,30328,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,14:59:31,,,2,15:08:41,6,-1.2540229,36.7935263,OnDemAND
Personal,,Bike,Standard,ios,No driver has been allocated to my request.,Customer,2,13:21:57,2,14:19:19,2,15:51:29,5,-1.2553145,36.8011391,OnDemAND
Business,18028,Bike,Express,android,I placed the wrong locations.,Customer,2,14:20:31,,,2,14:20:39,25,-1.2954097,36.7733221,Scheduled
Personal,,Bike,Standard,android,My order is not ready.,Customer,2,10:13:01,,,2,10:14:02,7,-1.2946066,36.7674423,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,2,15:54:27,2,16:20:43,2,16:21:54,13,-1.2727743,36.9020566,OnDemAND
Business,40300,Bike,Express,desktop,Customer error,Staff,2,10:32:43,2,10:33:04,2,11:06:00,14,-1.2991960,36.7783780,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,2,12:45:07,,,2,12:45:24,15,-1.2699208,36.7065622,OnDemAND
Business,23092,Bike,Express,desktop,I placed the wrong locations.,Customer,2,11:36:43,,,2,11:37:01,7,-1.2830797,36.8320277,OnDemAND
Business,20680,Bike,Standard,desktop,My order is not ready.,Customer,2,9:10:41,,,2,9:12:28,12,-1.2622472,36.8034633,OnDemAND
Business,23092,Bike,Express,desktop,I placed the wrong locations.,Customer,2,11:19:36,,,2,11:20:26,6,-1.2817015,36.8245246,OnDemAND
Business,20680,Bike,Express,ios,The driver is too far away.,Customer,2,14:43:06,,,2,14:43:31,8,-1.2236220,36.7989500,OnDemAND
Personal,,Bike,Express,ios,No Partner,Staff,2,15:52:55,2,16:25:56,2,16:48:50,5,-1.2630145,36.8092391,OnDemAND
Personal,,Bike,Express,desktop,Customer error,Staff,2,11:58:10,2,12:00:01,2,12:05:52,0,-1.3036097,36.7760221,OnDemAND
Business,20680,Bike,Standard,android,My order is not ready.,Customer,2,13:29:22,,,2,13:29:33,3,-1.2675143,36.8009002,OnDemAND
Business,10900,Bike,Express,desktop,No Partner,Staff,2,14:39:12,2,14:40:21,2,16:20:47,4,-1.3005132,36.8110032,OnDemAND
Business,30244,Bike,Express,desktop,Customer error,Staff,2,12:17:26,2,12:18:13,2,12:19:44,16,-1.2987062,36.8311410,OnDemAND
Business,29236,Bike,Express,desktop,No Partner,Staff,2,15:23:58,2,15:25:17,2,15:53:25,5,-1.3069062,36.8251410,OnDemAND
Business,14992,Bike,Express,android,My order is not ready.,Customer,2,18:15:08,2,18:15:59,2,18:57:12,19,-1.2888537,36.8979024,OnDemAND
Business,30004,Bike,Express,desktop,My order is not ready.,Customer,2,11:35:02,2,11:35:40,2,11:35:59,16,-1.2441781,36.8839920,OnDemAND
Business,28396,Bike,Express,desktop,I placed the wrong locations.,Customer,2,16:16:00,2,16:17:11,2,16:29:56,13,-1.2527448,36.7957971,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,2,18:39:29,,,2,18:39:42,8,-1.2813648,36.7741065,OnDemAND
Business,52588,Bike,Express,desktop,I placed the wrong locations.,Customer,2,8:48:16,2,8:48:32,2,9:07:52,10,-1.2455664,36.7942541,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,2,10:10:41,2,10:10:51,2,10:18:57,13,-1.3000066,36.7708423,OnDemAND
Business,20680,Bike,Express,desktop,I placed the wrong locations.,Customer,2,8:32:26,2,8:32:33,2,8:32:42,16,-1.2809950,36.8230640,OnDemAND
Personal,,Bike,Express,android,No Partner,Staff,2,11:22:59,2,11:27:44,2,12:16:51,3,-1.2738674,36.8393818,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,2,15:34:48,,,2,15:51:00,24,-1.4115553,36.9456974,OnDemAND
Business,51712,Bike,Standard,android,My order is not ready.,Customer,2,10:33:07,2,10:49:08,2,11:01:57,11,-1.2967247,36.7895452,OnDemAND
Business,20680,Bike,Standard,android,No Partner,Staff,2,17:20:10,,,2,18:51:23,9,-1.2810890,36.8268900,OnDemAND
Business,29068,Bike,Standard,API,Customer error,Staff,2,11:17:48,2,11:49:08,2,12:31:10,11,-1.2900890,36.8282900,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,2,15:47:40,,,2,15:48:30,10,-1.2728846,36.8008022,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,2,17:27:00,,,2,17:28:28,5,-1.2617410,36.8155635,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,2,14:41:57,,,2,14:42:34,18,-1.2126499,36.7869362,OnDemAND
Business,14608,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,2,12:16:51,2,12:20:25,2,16:49:27,13,-1.2690768,36.8091418,Scheduled
Personal,,Bike,Express,android,No driver has been allocated to my request.,Customer,2,18:40:55,,,2,18:44:31,14,-1.2949890,36.8685526,OnDemAND
Business,14992,Bike,Express,android,My order is not ready.,Customer,2,18:40:48,2,18:41:57,2,18:44:11,7,-1.2275180,36.8087477,OnDemAND
Business,20680,Bike,Express,desktop,I placed the wrong locations.,Customer,2,18:42:28,,,3,8:11:43,16,-1.2660143,36.8066002,Scheduled
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,2,21:29:18,,,2,22:03:16,3,-1.2989501,36.8069180,OnDemAND
Business,40300,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,11:25:20,,,2,12:01:06,7,-1.2622473,36.7758050,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,2,11:03:38,,,2,11:04:27,20,-1.2712466,36.8240042,OnDemAND
Personal,,Bike,Express,android,No Partner,Staff,2,19:46:19,2,20:32:06,2,20:45:11,16,-1.2866973,36.8297204,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,2,9:30:45,2,9:31:12,2,9:32:50,20,-1.1902606,36.7160986,OnDemAND
Personal,,Bike,Standard,ios,No driver has been allocated to my request.,Customer,2,16:28:23,,,2,16:30:01,16,-1.2847945,36.7623661,OnDemAND
Business,40300,Bike,Express,desktop,No Partner,Staff,2,11:18:33,,,2,11:54:02,10,-1.2375110,36.8771760,OnDemAND
Personal,,Bike,Standard,android,No Partner,Staff,2,14:22:30,2,15:44:46,2,16:58:34,8,-1.2649412,36.8411785,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,2,12:49:01,,,2,13:44:10,4,-1.3009311,36.7848969,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,2,11:43:48,2,12:09:01,2,14:23:39,8,-1.3090442,36.8721871,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,2,11:05:26,2,12:08:57,2,15:52:33,20,-1.2653466,36.8148042,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,2,11:53:19,,,2,12:05:17,4,-1.3213471,36.8117568,OnDemAND
Business,32692,Bike,Express,API,No Partner,Staff,2,8:52:12,2,9:05:44,2,9:14:44,0,-1.3341904,36.8677943,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,2,14:26:11,2,17:20:50,2,18:09:08,8,-1.3126442,36.8669871,OnDemAND
Business,32692,Bike,Express,API,No Partner,Staff,2,15:56:55,2,15:57:06,2,16:25:40,0,-1.3283904,36.8758943,OnDemAND
Business,56920,Bike,Express,desktop,My order is not ready.,Customer,2,10:10:38,2,10:11:35,2,10:46:06,11,-1.2326998,36.8058905,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,2,8:02:32,,,2,8:03:17,4,-1.2692643,36.8057214,Scheduled
Personal,,Bike,Standard,android,Delay,Staff,2,13:07:01,2,14:28:15,2,17:28:21,3,-1.2740643,36.7692499,OnDemAND
Business,20680,Bike,Standard,desktop,No Partner,Staff,2,11:00:29,,,2,11:17:04,12,-1.2621895,36.7858034,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,2,16:23:54,,,2,16:40:07,13,-1.2935116,36.8083380,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,2,11:58:18,,,2,12:03:21,13,-1.3140950,36.8387762,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,2,15:51:25,,,2,15:52:40,5,-1.2726794,36.8173340,OnDemAND
Business,22996,Bike,Express,desktop,No Partner,Staff,2,15:21:12,2,15:22:15,2,15:48:59,8,-1.3042097,36.7718221,OnDemAND
Business,23092,Bike,Express,desktop,No Partner,Staff,2,9:40:58,2,9:41:51,2,10:49:15,2,-1.2986090,36.7900311,OnDemAND
Business,40300,Bike,Express,desktop,No Partner,Staff,2,17:17:20,2,17:51:50,2,18:21:43,17,-1.3273190,36.8568760,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,2,11:24:10,,,2,13:47:17,13,-1.3178374,36.8403534,OnDemAND
Business,22480,Bike,Express,desktop,My order is not ready.,Customer,2,14:14:34,2,14:14:48,2,14:45:59,14,-1.3036419,36.8424241,OnDemAND
Business,31576,Bike,Standard,desktop,I placed the wrong locations.,Customer,2,10:27:18,,,2,10:28:06,23,-1.3315885,36.8942920,OnDemAND
Personal,,Bike,Standard,ios,My order is not ready.,Customer,2,3:08:44,,,2,3:08:52,8,-1.3011750,36.7614076,OnDemAND
Personal,,Bike,Standard,ios,No driver has been allocated to my request.,Customer,2,12:07:09,,,2,12:33:58,1,-1.3073210,36.8252950,OnDemAND
Personal,,Bike,Standard,ios,The driver is too far away.,Customer,2,14:48:52,,,2,14:50:57,9,-1.2314733,36.7901377,OnDemAND
Business,32692,Bike,Express,API,Customer error,Staff,2,17:10:37,2,17:32:03,2,17:41:11,0,-1.3321904,36.8661943,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,2,13:01:55,2,13:02:42,2,13:02:48,8,-1.3354058,36.7618178,OnDemAND
Business,31348,Bike,Express,desktop,I placed the wrong locations.,Customer,2,15:17:48,,,2,15:19:07,40,-1.1930284,36.6046588,OnDemAND
Business,20680,Bike,Standard,desktop,No Partner,Staff,2,10:59:10,,,2,11:17:12,11,-1.2600895,36.7841034,OnDemAND
Business,22996,Bike,Express,desktop,My order is not ready.,Customer,2,16:25:01,2,16:25:41,2,16:25:42,6,-1.3018706,36.7787174,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,2,14:42:48,2,14:43:11,2,14:47:42,19,-1.2793510,36.8279641,OnDemAND
Business,20680,Bike,Standard,desktop,I placed the wrong locations.,Customer,2,14:14:30,2,14:56:53,2,15:14:07,14,-1.2156123,36.8947547,OnDemAND
Business,20536,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,11:10:23,,,2,11:26:58,3,-1.2781033,36.8166966,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,2,11:54:02,,,2,12:00:00,14,-1.3007210,36.8324950,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,2,7:44:31,2,8:50:21,2,9:25:19,13,-1.3079717,36.8339663,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,2,8:09:58,,,2,8:31:31,16,-1.3066594,36.7067329,OnDemAND
Personal,,Bike,Express,android,No Partner,Staff,2,12:00:37,2,12:07:23,2,13:06:39,4,-1.2798490,36.8316575,OnDemAND
Personal,,Bike,Standard,ios,The driver is too far away.,Customer,2,14:42:51,,,2,14:48:13,9,-1.2296733,36.7884377,OnDemAND
Business,29236,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,11:45:23,2,12:34:41,2,12:59:02,14,-1.3253113,36.8393563,OnDemAND
Business,20680,Bike,Standard,desktop,No Partner,Staff,2,10:52:06,,,2,11:11:22,16,-1.2630472,36.8039633,OnDemAND
Business,22996,Bike,Standard,desktop,I placed the wrong locations.,Customer,2,15:01:42,,,2,15:02:03,6,-1.3049097,36.7783221,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,2,14:28:43,,,2,14:32:08,20,-1.2030518,36.7819946,OnDemAND
Business,39448,Bike,Express,android,I placed the wrong locations.,Customer,2,11:44:36,,,2,11:46:09,28,-1.2606666,36.8016369,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,2,12:07:01,2,12:07:58,2,12:08:07,13,-1.3154110,36.8412339,OnDemAND
Business,20680,Bike,Express,android,I placed the wrong locations.,Customer,2,13:56:57,2,13:58:14,2,14:01:07,12,-1.2826800,36.8252312,OnDemAND
Personal,,Bike,Standard,desktop,No driver has been allocated to my request.,Customer,2,8:41:51,,,2,9:09:43,4,-1.2606993,36.8005460,OnDemAND
Business,14992,Standard Bike,Express,android,No driver has been allocated to my request.,Customer,2,9:01:07,,,2,10:21:31,7,-1.2609318,36.8039775,OnDemAND
Business,20680,Bike,Standard,desktop,No Partner,Staff,2,10:56:02,,,2,11:17:08,9,-1.2648895,36.7894034,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,2,8:57:31,,,2,9:02:33,3,-1.2661472,36.7929633,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,2,11:36:37,,,2,11:38:08,15,-1.2684384,36.8086613,OnDemAND
Business,40300,Bike,Express,desktop,Customer error,Staff,2,10:56:24,2,11:00:09,2,11:08:42,3,-1.2869849,36.8180445,OnDemAND
Personal,,Bike,Express,android,The driver is too far away.,Customer,2,11:54:46,,,2,11:55:10,13,-1.2568594,36.7995626,OnDemAND
Personal,,Bike,Standard,ios,No driver has been allocated to my request.,Customer,2,12:30:23,,,2,12:43:11,10,-1.3190172,36.8474920,OnDemAND
Business,29236,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,15:45:27,2,15:47:03,2,16:05:25,14,-1.3146113,36.8368563,OnDemAND
Business,32692,Bike,Express,API,Customer error,Staff,2,17:10:39,,,2,17:50:19,0,-1.3341904,36.8720943,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,2,8:02:31,,,2,8:03:17,9,-1.3013880,36.8226620,Scheduled
Business,31348,Bike,Express,desktop,I placed the wrong locations.,Customer,2,15:20:05,,,2,15:20:26,18,-1.3148150,36.7059750,OnDemAND
Business,39448,Bike,Express,android,The driver is too far away.,Customer,2,11:48:09,,,2,11:50:32,28,-1.2591666,36.8068369,OnDemAND
Personal,,Bike,Express,android,No Partner,Staff,2,0:00:04,,,2,3:00:48,0,-1.3063066,36.7682423,OnDemAND
Business,61720,Bike,Express,desktop,I placed the wrong locations.,Customer,2,7:27:23,,,2,7:28:01,5,-1.2607051,36.8026934,OnDemAND
Personal,,Bike,Standard,android,Customer error,Staff,2,10:38:37,2,10:56:29,2,12:29:16,9,-1.2999880,36.8320620,OnDemAND
Personal,,Bike,Standard,android,I placed the wrong locations.,Customer,2,14:40:54,2,15:22:53,2,15:26:16,13,-1.3413863,36.7603931,OnDemAND
Personal,,Bike,Express,android,I placed the wrong locations.,Customer,2,10:50:28,,,2,10:51:40,27,-1.1666303,36.9511680,OnDemAND
Personal,,Bike,Standard,ios,Customer error,Staff,2,11:36:25,2,12:09:01,2,16:42:29,6,-1.2694908,36.8102900,OnDemAND
Personal,,Bike,Express,ios,Customer error,Staff,2,16:18:37,2,16:44:00,2,16:46:39,17,-1.2691514,36.8133213,OnDemAND
Business,61720,Bike,Express,desktop,Customer error,Staff,2,15:00:12,2,15:01:49,2,16:38:49,4,-1.2963594,36.7991761,OnDemAND
Business,28396,Bike,Standard,desktop,My order is not ready.,Customer,2,13:24:19,,,2,13:26:31,26,-1.3252619,36.7033749,OnDemAND
Business,44524,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,11:08:17,,,2,11:12:06,3,-1.3081869,36.8461207,OnDemAND
Business,40036,Bike,Express,desktop,Customer error,Staff,2,15:20:40,2,15:39:11,2,17:10:34,7,-1.2941657,36.8273737,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,2,14:30:09,,,2,14:55:46,12,-1.2640432,36.7152436,OnDemAND
Personal,,Bike,Express,android,My order is not ready.,Customer,2,14:14:31,2,14:14:42,2,15:37:06,9,-1.3254955,36.8474944,OnDemAND
Business,51448,Bike,Standard,API,No Partner,Staff,2,17:32:54,2,18:49:15,2,19:07:07,10,-1.2738985,36.8126737,OnDemAND
Business,39592,Bike,Express,desktop,No driver has been allocated to my request.,Customer,2,13:31:33,,,2,13:44:22,27,-1.3299522,36.7220584,OnDemAND
Business,29236,Bike,Express,desktop,I placed the wrong locations.,Customer,2,13:32:43,,,2,13:39:04,8,-1.3188113,36.8398563,OnDemAND
Business,32692,Bike,Express,API,Customer error,Staff,2,11:10:39,2,12:20:57,2,12:27:10,0,-1.3243904,36.8666943,OnDemAND
Business,22996,Bike,Express,desktop,No Partner,Staff,2,9:54:36,2,10:41:04,2,10:41:15,2,-1.3019097,36.7724221,OnDemAND
Business,20680,Bike,Express,desktop,I placed the wrong locations.,Customer,2,14:21:44,,,2,14:22:17,5,-1.2596958,36.8077131,OnDemAND
Business,22996,Bike,Express,desktop,My order is not ready.,Customer,2,16:34:56,2,16:35:53,2,16:36:39,16,-1.2948706,36.7707174,OnDemAND
Business,32692,Bike,Express,API,No Partner,Staff,2,10:34:33,2,11:33:11,2,11:55:09,0,-1.3301904,36.8732943,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,2,11:04:51,2,11:33:35,2,12:07:16,7,-1.2921800,36.8793568,OnDemAND
Personal,,Bike,Standard,android,My order is not ready.,Customer,2,12:01:09,,,2,15:28:44,6,-1.2699645,36.7899343,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,2,9:24:39,2,13:01:17,2,13:19:32,4,-1.2946730,36.8111900,OnDemAND
Personal,,Bike,Standard,android,The driver is too far away.,Customer,2,13:25:25,2,14:12:25,2,15:42:05,9,-1.3088264,36.8248123,OnDemAND
Personal,,Bike,Standard,android,No driver has been allocated to my request.,Customer,2,11:42:36,,,2,16:01:25,17,-1.3119442,36.8692871,OnDemAND
Business,23728,Bike,Express,desktop,No Partner,Staff,2,11:58:02,,,3,3:00:16,16,-1.2570895,36.7809034,OnDemAND
Business,39592,Bike,Express,desktop,No Partner,Staff,2,12:56:58,2,12:57:46,2,13:48:07,16,-1.3202496,36.8069159,OnDemAND
Personal,,Bike,Express,ios,The driver is too far away.,Customer,2,14:05:36,2,14:06:47,2,14:16:02,7,-1.2838295,36.7716963,OnDemAND
Business,20680,Bike,Express,desktop,No Partner,Staff,2,11:28:41,,,3,3:00:16,26,-1.3623383,36.9111174,Scheduled
